Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
467,Aaron Wan-Bissaka,cd COD,DF,West Ham,28-045,1997,12,11,1011,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.6,0.6,24,37,50,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
468,James Ward-Prowse,eng ENG,MF,West Ham,31-070,1994,5,5,413,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,1,20,8,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.23,0.03,0.23,Matches
469,Ollie Watkins,eng ENG,FW,Aston Villa,30-011,1995,21,18,1563,17.4,7,1,8,7,0,0,1,0,8.4,8.4,1.2,9.6,34,15,110,0.40,0.06,0.46,0.40,0.46,0.48,0.07,0.55,0.48,0.55,Matches
470,Tom Watson,eng ENG,FW,Brighton,19-277,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,1,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
471,Danny Welbeck,eng ENG,FW,Brighton,35-045,1990,20,12,1121,12.5,8,0,8,7,1,3,3,0,7.2,4.8,0.3,5.2,10,14,47,0.64,0.00,0.64,0.56,0.56,0.58,0.03,0.60,0.39,0.41,Matches
472,Adam Wharton,eng ENG,MF,Crystal Palace,21-338,2004,19,19,1562,17.4,0,2,2,0,0,0,2,0,1.0,1.0,3.9,4.9,22,103,16,0.00,0.12,0.12,0.00,0.12,0.06,0.23,0.28,0.06,0.28,Matches
473,Ben White,eng ENG,DF,Arsenal,28-094,1997,5,4,288,3.2,0,1,1,0,0,0,0,0,0.4,0.4,0.8,1.1,6,21,11,0.00,0.31,0.31,0.00,0.31,0.12,0.24,0.35,0.12,0.35,Matches
474,Mats Wieffer,nl NED,DF,Brighton,26-055,1999,16,13,1181,13.1,0,3,3,0,0,0,4,0,1.2,1.2,3.1,4.3,25,72,45,0.00,0.23,0.23,0.00,0.23,0.09,0.23,0.33,0.09,0.33,Matches
475,Neco Williams,wls WAL,DF,Nott'ham Forest,24-272,2001,21,21,1890,21.0,1,1,2,1,0,0,4,0,1.2,1.2,2.1,3.3,39,91,94,0.05,0.05,0.10,0.05,0.10,0.06,0.10,0.16,0.06,0.16,Matches
476,Estêvão Willian,br BRA,FW,Chelsea,18-261,2007,17,8,610,6.8,1,1,2,1,0,0,3,0,2.3,2.3,2.0,4.4,31,17,73,0.15,0.15,0.30,0.15,0.30,0.35,0.30,0.64,0.35,0.64,Matches
477,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,26-143,1999,11,2,241,2.7,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,14,11,16,0.00,0.00,0.00,0.00,0.00,0.22,0.10,0.33,0.22,0.33,Matches
478,Callum Wilson,eng ENG,FW,West Ham,33-317,1992,17,8,811,9.0,4,1,5,4,0,0,0,0,3.6,3.6,0.2,3.8,13,8,37,0.44,0.11,0.55,0.44,0.55,0.40,0.02,0.42,0.40,0.42,Matches
479,Harry Wilson,wls WAL,"FW,MF",Fulham,28-294,1997,20,18,1496,16.6,7,4,11,7,0,0,5,0,3.8,3.8,2.5,6.3,21,45,111,0.42,0.24,0.66,0.42,0.66,0.23,0.15,0.38,0.23,0.38,Matches
480,Ben Winterburn,eng ENG,MF,Bournemouth,21-128,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
481,Florian Wirtz,de GER,"MF,FW",Liverpool,22-252,2003,20,16,1405,15.6,2,1,3,2,0,0,1,0,4.1,4.1,2.3,6.4,32,101,156,0.13,0.06,0.19,0.13,0.19,0.26,0.15,0.41,0.26,0.41,Matches
482,Yoane Wissa,cd COD,FW,Newcastle Utd,29-129,1996,7,2,246,2.7,1,0,1,1,0,0,1,0,1.5,1.5,0.2,1.7,2,6,10,0.37,0.00,0.37,0.37,0.37,0.55,0.06,0.61,0.55,0.61,Matches
483,Nick Woltemade,de GER,FW,Newcastle Utd,23-330,2002,18,16,1259,14.0,7,2,9,6,1,1,0,0,6.1,5.3,1.2,6.4,5,16,59,0.50,0.14,0.64,0.43,0.57,0.43,0.08,0.52,0.38,0.46,Matches
484,Chris Wood,nz NZL,FW,Nott'ham Forest,34-034,1991,8,7,540,6.0,2,0,2,2,0,0,0,0,2.7,2.7,0.2,2.9,0,7,16,0.33,0.00,0.33,0.33,0.33,0.45,0.03,0.48,0.45,0.48,Matches
485,Joe Worrall,eng ENG,DF,Burnley,29-000,1997,6,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
486,Granit Xhaka,ch SUI,MF,Sunderland,33-105,1992,21,21,1872,20.8,1,5,6,1,0,0,4,0,0.6,0.6,2.0,2.6,20,127,19,0.05,0.24,0.29,0.05,0.29,0.03,0.10,0.13,0.03,0.13,Matches
487,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-315,2004,21,19,1567,17.4,1,2,3,1,0,0,4,0,0.9,0.9,1.3,2.2,18,68,24,0.06,0.11,0.17,0.06,0.17,0.05,0.07,0.12,0.05,0.12,Matches
488,Ryan Yates,eng ENG,MF,Nott'ham Forest,28-050,1997,11,1,307,3.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.2,1,16,3,0.00,0.29,0.29,0.00,0.29,0.01,0.04,0.05,0.01,0.05,Matches
489,Leny Yoro,fr FRA,DF,Manchester Utd,20-058,2005,21,12,1141,12.7,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,14,58,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06,Matches
490,Oleksandr Zinchenko,ua UKR,DF,Nott'ham Forest,29-026,1996,5,4,353,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,12,41,14,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,Matches
491,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,24-233,2001,14,4,490,5.4,2,1,3,2,0,0,1,0,1.9,1.9,0.9,2.8,3,16,27,0.37,0.18,0.55,0.37,0.55,0.36,0.17,0.52,0.36,0.52,Matches
492,Martín Zubimendi,es ESP,MF,Arsenal,26-342,1999,21,20,1769,19.7,3,1,4,3,0,0,4,0,1.9,1.9,1.1,2.9,29,118,25,0.15,0.05,0.20,0.15,0.20,0.10,0.05,0.15,0.10,0.15,Matches
493,Martin Ødegaard,no NOR,MF,Arsenal,27-024,1998,15,11,874,9.7,1,3,4,1,0,0,0,0,0.9,0.9,2.4,3.3,27,102,27,0.10,0.31,0.41,0.10,0.41,0.09,0.25,0.33,0.09,0.33,Matches
